Position,Load,ON odds,odds,Class,Num horses,Result
10,133,10,13,5,12,
5,133,6.8,7.5,5,12,
2,131,4.9,3.2,5,12,
1,129,7.6,6.3,5,12,
8,127,18,16,5,12,
3,125,11,10,5,12,
6,124,7.9,8.8,5,12,
12,122,26,23,5,12,
7,121,13,16,5,12,
11,119,17,15,5,12,
4,118,6.6,12,5,12,
9,118,21,42,5,12,
